id,timestamp,date,file,uri,album,post_title,caption,description,role,groups,watermark,ocr
11,1785610811,2026-08-01 03:00 PM EDT,media/1479071827580430.jpg,this_profile's_activity_across_facebook/posts/media/Mobileuploads_624264343061187/1479071827580430.jpg,Mobile uploads,Whimsy added 7 new photos.,"As our event wraps up I want to thank you all so much for attending the Back to school bash with The Jackson Crossing Mall! It was such a fun event. Kids dancing to music, school photos, back packs and hot meal vouchers given, tickets to the Michigan Theater a live mascot and our local library! This event had over triple the attendance of last year, and we can't wait to do it again next year! Thanks for coming!",,result,Back to School Bash at Jackson Crossing | Jackson Crossing Community Events,False,je & 4 ll a g pA iy A as it
12,1785592065,2026-08-01 09:47 AM EDT,media/1478820320938914.jpg,this_profile's_activity_across_facebook/posts/media/Mobileuploads_624264343061187/1478820320938914.jpg,Mobile uploads,Whimsy added 7 new photos.,"Happening today at The Jackson Crossing Mall ! We're excited to welcome families to a calm, low-stimulation Back to school bash designed to make getting ready for the new school year a little easier and a lot more enjoyable. This event is perfect for families looking for a relaxed environment where children can: 🎒 Receive a FREE loaded backpack with a hot sandwich voucher (while supplies last) 🎟️ Receive Michigan Theatre Summer Kids Movie Series tickets 📸 Have their photos taken in a comfortable, low-pressure setting 🤩 Meet a fun Mascot and snap a selfie! And while the kids are getting ready for school, adults can take advantage of professional business headshots, perfect for updating your LinkedIn profile, resume, or business page. Our goal is to create a welcoming, stress-free experience where families can prepare for the school year without the crowds and overwhelming atmosphere. We can't wait to see you at The Crossing, where community gathers!",,promotion,Back to School Bash at Jackson Crossing | Jackson Crossing Community Events,False,"BACK TO SCHOOL- | | Jeekeo, “7 Lif y = ve cor MY Rey = The Jackson District Library Free Library Card Sign-up! N & N Mascot- Selfies with Stitch! Join us by The Vintage Carousel at 2:00 PM for a special visit from our local mascot company! Stop by to snap a selfie with Stitch! Coloring Station Book marks and themed coloring pages Sipster of Jackson Specialty Drinks!"
13,1785592065,2026-08-01 09:47 AM EDT,media/1478820370938909.jpg,this_profile's_activity_across_facebook/posts/media/Mobileuploads_624264343061187/1478820370938909.jpg,Mobile uploads,Whimsy added 7 new photos.,"Happening today at The Jackson Crossing Mall ! We're excited to welcome families to a calm, low-stimulation Back to school bash designed to make getting ready for the new school year a little easier and a lot more enjoyable. This event is perfect for families looking for a relaxed environment where children can: 🎒 Receive a FREE loaded backpack with a hot sandwich voucher (while supplies last) 🎟️ Receive Michigan Theatre Summer Kids Movie Series tickets 📸 Have their photos taken in a comfortable, low-pressure setting 🤩 Meet a fun Mascot and snap a selfie! And while the kids are getting ready for school, adults can take advantage of professional business headshots, perfect for updating your LinkedIn profile, resume, or business page. Our goal is to create a welcoming, stress-free experience where families can prepare for the school year without the crowds and overwhelming atmosphere. We can't wait to see you at The Crossing, where community gathers!",,promotion,Back to School Bash at Jackson Crossing | Jackson Crossing Community Events,False,"— —— ae Taye rs Se nk a Ae Se kSe Bia Ex pis NOT me or ON ce BACK TO i Earke, we Ft nas tes) I, fe SCHOOL oe x) a ae rey fi RP ORK ea StudiofOne ie es PHOTOGRAPHY Rye: 28, oe ne ee is £7 <> 7 Les a Be wed Ss Ne YY Bae a ‘3 Ras 24 Noon-4p Ree fy tt Rae Back to school Photos & Business Headshots! | e School Photo Packages start at just $16 Phe eS is oe as e Professional Packages start at just $79 FOX Cav’ SKE CRO. ae re Tas AOR Cae, oe eer ahs Bis, Sa are = Se e 4, ae he ghee. My"
14,1785592065,2026-08-01 09:47 AM EDT,media/1478820410938905.jpg,this_profile's_activity_across_facebook/posts/media/Mobileuploads_624264343061187/1478820410938905.jpg,Mobile uploads,Whimsy added 7 new photos.,"Happening today at The Jackson Crossing Mall ! We're excited to welcome families to a calm, low-stimulation Back to school bash designed to make getting ready for the new school year a little easier and a lot more enjoyable. This event is perfect for families looking for a relaxed environment where children can: 🎒 Receive a FREE loaded backpack with a hot sandwich voucher (while supplies last) 🎟️ Receive Michigan Theatre Summer Kids Movie Series tickets 📸 Have their photos taken in a comfortable, low-pressure setting 🤩 Meet a fun Mascot and snap a selfie! And while the kids are getting ready for school, adults can take advantage of professional business headshots, perfect for updating your LinkedIn profile, resume, or business page. Our goal is to create a welcoming, stress-free experience where families can prepare for the school year without the crowds and overwhelming atmosphere. We can't wait to see you at The Crossing, where community gathers!",,promotion,Back to School Bash at Jackson Crossing | Jackson Crossing Community Events,False,"pot. hs ty, A tex ©, v ye 3 sta pea od BACK TO I, WVASEY Vj>>>) SC HOOL yew | 00000000000000 dy es THEATRE 00000000000000 ‘i x7 (H LCE) Ckson o est ["", eg Bee “are neta Join us for a chance to receive tickets to the [4 s aaah PEE ‘a ot Michigan Theatre of Jackson's Summer Kids Pat yas wad sae bed [ie Movie Series! It's the perfect way to keep the sea ae family entertained this summer. Stop by ere while supplies last! a Ee Sok | 6 a [es y B44 ee ¥% CROSSTNG Be ee = ER wae te Sar oF oe Bat eG er a"
15,1785592065,2026-08-01 09:47 AM EDT,media/1478820450938901.jpg,this_profile's_activity_across_facebook/posts/media/Mobileuploads_624264343061187/1478820450938901.jpg,Mobile uploads,Whimsy added 7 new photos.,"Happening today at The Jackson Crossing Mall ! We're excited to welcome families to a calm, low-stimulation Back to school bash designed to make getting ready for the new school year a little easier and a lot more enjoyable. This event is perfect for families looking for a relaxed environment where children can: 🎒 Receive a FREE loaded backpack with a hot sandwich voucher (while supplies last) 🎟️ Receive Michigan Theatre Summer Kids Movie Series tickets 📸 Have their photos taken in a comfortable, low-pressure setting 🤩 Meet a fun Mascot and snap a selfie! And while the kids are getting ready for school, adults can take advantage of professional business headshots, perfect for updating your LinkedIn profile, resume, or business page. Our goal is to create a welcoming, stress-free experience where families can prepare for the school year without the crowds and overwhelming atmosphere. We can't wait to see you at The Crossing, where community gathers!",,promotion,Back to School Bash at Jackson Crossing | Jackson Crossing Community Events,False,"ae ene. Lope Pies nae BACK TO I, 3 SCHOOL JACKSON ~~ ei, ie DISTRICT us a LIBRARY eS YOUR PLACE TO DISCOVER — ra eo ts ie ak ae Sign up for a library card, Re s check out local resources and -23 enjoy thier pop up library! 4 fast SKE CRO. far oe Cee a eae sa"
16,1785592065,2026-08-01 09:47 AM EDT,media/1478820494272230.jpg,this_profile's_activity_across_facebook/posts/media/Mobileuploads_624264343061187/1478820494272230.jpg,Mobile uploads,Whimsy added 7 new photos.,"Happening today at The Jackson Crossing Mall ! We're excited to welcome families to a calm, low-stimulation Back to school bash designed to make getting ready for the new school year a little easier and a lot more enjoyable. This event is perfect for families looking for a relaxed environment where children can: 🎒 Receive a FREE loaded backpack with a hot sandwich voucher (while supplies last) 🎟️ Receive Michigan Theatre Summer Kids Movie Series tickets 📸 Have their photos taken in a comfortable, low-pressure setting 🤩 Meet a fun Mascot and snap a selfie! And while the kids are getting ready for school, adults can take advantage of professional business headshots, perfect for updating your LinkedIn profile, resume, or business page. Our goal is to create a welcoming, stress-free experience where families can prepare for the school year without the crowds and overwhelming atmosphere. We can't wait to see you at The Crossing, where community gathers!",,promotion,Back to School Bash at Jackson Crossing | Jackson Crossing Community Events,False,"es: a Be ie 7 nee i Sa Zur at BACK TO is mS pot ay pees gE vot a ey 5 I, 5 SCHOOL ws, pecan erate aes NG Ascorts fe Fegan &N A ent Mascots eee, we r ne Se (Ser5 ee m7 he Dring ke Su cas en Leas Bagh AX a ‘ou Seis Ls ry Join us next to The Vintage = mh Sa] Pe Ps tye Carousel for selfies with Stitch! e = es Soe! a foe a) SKE CRO. Be a aie Pe sey i. Tae Pigs aS; ea sae ae ee aS “es ate: er 54% ‘eae te. ene"
17,1785592065,2026-08-01 09:47 AM EDT,media/1478820534272226.jpg,this_profile's_activity_across_facebook/posts/media/Mobileuploads_624264343061187/1478820534272226.jpg,Mobile uploads,Whimsy added 7 new photos.,"Happening today at The Jackson Crossing Mall ! We're excited to welcome families to a calm, low-stimulation Back to school bash designed to make getting ready for the new school year a little easier and a lot more enjoyable. This event is perfect for families looking for a relaxed environment where children can: 🎒 Receive a FREE loaded backpack with a hot sandwich voucher (while supplies last) 🎟️ Receive Michigan Theatre Summer Kids Movie Series tickets 📸 Have their photos taken in a comfortable, low-pressure setting 🤩 Meet a fun Mascot and snap a selfie! And while the kids are getting ready for school, adults can take advantage of professional business headshots, perfect for updating your LinkedIn profile, resume, or business page. Our goal is to create a welcoming, stress-free experience where families can prepare for the school year without the crowds and overwhelming atmosphere. We can't wait to see you at The Crossing, where community gathers!",,promotion,Back to School Bash at Jackson Crossing | Jackson Crossing Community Events,False,"— Sas ae ie aie ae ty, oh OS 7 oy Se eS sss Soe - Ps i A an Ne Set Be Kay. ey av as. Sets ce oo BACK TO a if: Seri aa. OS Ca eps I, an - soe Sek es are ee SCHOOL a, < za [pes iS; bie a % ane es 1a uk, loring Station ARS ¢. eh y aes tie fags | ak U9 i, ae Ee oe = ee S. ge ta! Join us next to The Vintage * dete me ad e hee Carousel for fun coloring re a ate 4 ay pages and bookmarks! Pipe 4 eS | By ie. Mae iy aay S OE. Sa nee: sgn 2% ve CRO. SSTNG 4 <x — — he is Sonte + Cats if. PY a m7 ""Ta as ct T"
18,1785592065,2026-08-01 09:47 AM EDT,media/1478820577605555.jpg,this_profile's_activity_across_facebook/posts/media/Mobileuploads_624264343061187/1478820577605555.jpg,Mobile uploads,Whimsy added 7 new photos.,"Happening today at The Jackson Crossing Mall ! We're excited to welcome families to a calm, low-stimulation Back to school bash designed to make getting ready for the new school year a little easier and a lot more enjoyable. This event is perfect for families looking for a relaxed environment where children can: 🎒 Receive a FREE loaded backpack with a hot sandwich voucher (while supplies last) 🎟️ Receive Michigan Theatre Summer Kids Movie Series tickets 📸 Have their photos taken in a comfortable, low-pressure setting 🤩 Meet a fun Mascot and snap a selfie! And while the kids are getting ready for school, adults can take advantage of professional business headshots, perfect for updating your LinkedIn profile, resume, or business page. Our goal is to create a welcoming, stress-free experience where families can prepare for the school year without the crowds and overwhelming atmosphere. We can't wait to see you at The Crossing, where community gathers!",,promotion,Back to School Bash at Jackson Crossing | Jackson Crossing Community Events,False,"to's tak oe Saath ie 2 gest Na BACK TO I, SCHOOL ae (>) Neon~fp ee AE aS | gan Wy) x IDIRTY SODA © ICED COPTFs lOARENWaTral “Join us for lee Cold Drinks * 3 fe ies es Sie in front of Dunhams during NA i the Back to School ‘AE tee yee a S + SARK ‘OS. 2 eT ED er +83 ts fe Gigi sont Be nee oa Se he. St Ree A Sach eS ee a 2 > has ah"
19,1785513832,2026-07-31 12:03 PM EDT,media/1478031421017804.jpg,this_profile's_activity_across_facebook/posts/media/Mobileuploads_624264343061187/1478031421017804.jpg,Mobile uploads,Whimsy added a new photo.,"Its official! Whimsy is proud to partner with Fetch Market in Downtown Brooklyn for consulting and media marketing! I'm loving these kitchen visits and taste tests, this menu is going to be incredible!","Its official! Whimsy is proud to partner with @[61582852973420:2048:Fetch Market] in @[100064363376699:2048:Downtown Brooklyn] for consulting and media marketing! I'm loving these kitchen visits and taste tests, this menu is going to be incredible!",context,Uncategorized and General Portfolio,False,
20,1784683450,2026-07-21 09:24 PM EDT,media/1469426228544990.jpg,this_profile's_activity_across_facebook/posts/media/Mobileuploads_624264343061187/1469426228544990.jpg,Mobile uploads,Whimsy added a new photo.,"Tonight's City Hall meeting is still going, and the room was packed with people from our community. No matter where you stand on the issue, I'm proud to be part of a community that shows up, speaks up, and takes the time to stand for what they believe in.","Tonight's City Hall meeting is still going, and the room was packed with people from our community. No matter where you stand on the issue, I'm proud to be part of a community that shows up, speaks up, and takes the time to stand for what they believe in.",context,Uncategorized and General Portfolio,False,
21,1784199335,2026-07-16 06:55 AM EDT,media/1464799165674363.jpg,this_profile's_activity_across_facebook/posts/media/Mobileuploads_624264343061187/1464799165674363.jpg,Mobile uploads,Whimsy added 6 new photos.,"Downtown Brooklyn looking a bit hazy! Stay safe, hydrate and take care of your selves, this smoke is no joke!",,context,Uncategorized and General Portfolio,False,"f b “€ oR 4 SY rey bi. A=, al —iPPEP wi NU | TH |"" rt N Mi worm “— ie bs a — = 2 a ie ro ill at sid Va i Tha, Sed ——— ="
22,1784199335,2026-07-16 06:55 AM EDT,media/1464799212341025.jpg,this_profile's_activity_across_facebook/posts/media/Mobileuploads_624264343061187/1464799212341025.jpg,Mobile uploads,Whimsy added 6 new photos.,"Downtown Brooklyn looking a bit hazy! Stay safe, hydrate and take care of your selves, this smoke is no joke!",,context,Uncategorized and General Portfolio,False,
23,1784199335,2026-07-16 06:55 AM EDT,media/1464799279007685.jpg,this_profile's_activity_across_facebook/posts/media/Mobileuploads_624264343061187/1464799279007685.jpg,Mobile uploads,Whimsy added 6 new photos.,"Downtown Brooklyn looking a bit hazy! Stay safe, hydrate and take care of your selves, this smoke is no joke!",,context,Uncategorized and General Portfolio,False,
24,1784199335,2026-07-16 06:55 AM EDT,media/1464799365674343.jpg,this_profile's_activity_across_facebook/posts/media/Mobileuploads_624264343061187/1464799365674343.jpg,Mobile uploads,Whimsy added 6 new photos.,"Downtown Brooklyn looking a bit hazy! Stay safe, hydrate and take care of your selves, this smoke is no joke!",,context,Uncategorized and General Portfolio,False,
25,1784199335,2026-07-16 06:55 AM EDT,media/1464799409007672.jpg,this_profile's_activity_across_facebook/posts/media/Mobileuploads_624264343061187/1464799409007672.jpg,Mobile uploads,Whimsy added 6 new photos.,"Downtown Brooklyn looking a bit hazy! Stay safe, hydrate and take care of your selves, this smoke is no joke!",,context,Uncategorized and General Portfolio,False,
26,1784199335,2026-07-16 06:55 AM EDT,media/1464799475674332.jpg,this_profile's_activity_across_facebook/posts/media/Mobileuploads_624264343061187/1464799475674332.jpg,Mobile uploads,Whimsy added 6 new photos.,"Downtown Brooklyn looking a bit hazy! Stay safe, hydrate and take care of your selves, this smoke is no joke!",,context,Uncategorized and General Portfolio,False,oe ie LEE an Sse | fa! P14 ——— L -_ a= cA ss ee nee ee Ge &
27,1783817229,2026-07-11 08:47 PM EDT,media/1461025549385058.jpg,this_profile's_activity_across_facebook/posts/media/Mobileuploads_624264343061187/1461025549385058.jpg,Mobile uploads,Whimsy added 6 new photos.,"Such a pleasure to be joined by John Bieniek for ""mini"" at Art 634! This was such a playful well thought out exhibit, the prompt made for some incredible art and the attention to detail from the mini appetizers to the mini name tags was so creative and fun!",,context,Uncategorized and General Portfolio,False,
28,1783817229,2026-07-11 08:47 PM EDT,media/1461025586051721.jpg,this_profile's_activity_across_facebook/posts/media/Mobileuploads_624264343061187/1461025586051721.jpg,Mobile uploads,Whimsy added 6 new photos.,"Such a pleasure to be joined by John Bieniek for ""mini"" at Art 634! This was such a playful well thought out exhibit, the prompt made for some incredible art and the attention to detail from the mini appetizers to the mini name tags was so creative and fun!",,context,Uncategorized and General Portfolio,False,
29,1783817229,2026-07-11 08:47 PM EDT,media/1461025612718385.jpg,this_profile's_activity_across_facebook/posts/media/Mobileuploads_624264343061187/1461025612718385.jpg,Mobile uploads,Whimsy added 6 new photos.,"Such a pleasure to be joined by John Bieniek for ""mini"" at Art 634! This was such a playful well thought out exhibit, the prompt made for some incredible art and the attention to detail from the mini appetizers to the mini name tags was so creative and fun!",,context,Uncategorized and General Portfolio,False,
30,1783817229,2026-07-11 08:47 PM EDT,media/1461025639385049.jpg,this_profile's_activity_across_facebook/posts/media/Mobileuploads_624264343061187/1461025639385049.jpg,Mobile uploads,Whimsy added 6 new photos.,"Such a pleasure to be joined by John Bieniek for ""mini"" at Art 634! This was such a playful well thought out exhibit, the prompt made for some incredible art and the attention to detail from the mini appetizers to the mini name tags was so creative and fun!",,context,Uncategorized and General Portfolio,False,
31,1783817229,2026-07-11 08:47 PM EDT,media/1461025666051713.jpg,this_profile's_activity_across_facebook/posts/media/Mobileuploads_624264343061187/1461025666051713.jpg,Mobile uploads,Whimsy added 6 new photos.,"Such a pleasure to be joined by John Bieniek for ""mini"" at Art 634! This was such a playful well thought out exhibit, the prompt made for some incredible art and the attention to detail from the mini appetizers to the mini name tags was so creative and fun!",,context,Uncategorized and General Portfolio,False,"aie y, a a es ¥ “4 5 tb = = qe aft Baby Turtles 4 wi 2 5, Borosiicave ¢ John Bieniek DO NoT Not For Sale » TOUCH ="
32,1783817229,2026-07-11 08:47 PM EDT,media/1461025696051710.jpg,this_profile's_activity_across_facebook/posts/media/Mobileuploads_624264343061187/1461025696051710.jpg,Mobile uploads,Whimsy added 6 new photos.,"Such a pleasure to be joined by John Bieniek for ""mini"" at Art 634! This was such a playful well thought out exhibit, the prompt made for some incredible art and the attention to detail from the mini appetizers to the mini name tags was so creative and fun!",,context,Uncategorized and General Portfolio,False,
33,1783610008,2026-07-09 11:13 AM EDT,media/1459089372912009.jpg,this_profile's_activity_across_facebook/posts/media/Mobileuploads_624264343061187/1459089372912009.jpg,Mobile uploads,Whimsy added 2 new photos.,"Art 634 has a new exhibit ""Miniatures"" coming this Saturday! I am so exctied to have not one, but three pieces with them for this show! If you're a local stop by and check them out the gallery its self is amazing and the work inside is even better!",,promotion,Uncategorized and General Portfolio,False,"ins \ \ — af, Ne Jociern, MI The Art of Miniatures Saturday, July 1ith - Sunday, August 9th"
34,1783610008,2026-07-09 11:13 AM EDT,media/1459089416245338.jpg,this_profile's_activity_across_facebook/posts/media/Mobileuploads_624264343061187/1459089416245338.jpg,Mobile uploads,Whimsy added 2 new photos.,"Art 634 has a new exhibit ""Miniatures"" coming this Saturday! I am so exctied to have not one, but three pieces with them for this show! If you're a local stop by and check them out the gallery its self is amazing and the work inside is even better!",,promotion,Uncategorized and General Portfolio,False,"‘i = a yf SE Jackson, MI ""7 O™ The Art of Miniatures Saturday, July 1ith - Sunday, August 9th"
35,1782480407,2026-06-26 09:26 AM EDT,media/1447344704086476.png,this_profile's_activity_across_facebook/posts/media/Coverphotos_624264339727854/1447344704086476.png,Cover photos,,,,context,Uncategorized and General Portfolio,False,
36,1782478992,2026-06-26 09:03 AM EDT,media/1447327190754894.jpg,this_profile's_activity_across_facebook/posts/media/Photos_624264349727853/1447327190754894.jpg,Photos,Whimsy added 4 new photos.,"You know her from the incredible menu at Atlas, now Chef Gretchen is bringing something new to Downtown Brooklyn! Coming this Fall, Fetch Market is set to become your new favorite stop on the corner downtown! You'll find a curated selection of local goods, specialty market finds, fresh foods, and so much more. Whether you're grabbing lunch, shopping local, or discovering something new, they will have something for everyone. Follow them on their socials for more updates because Fetch is happening!",,promotion,Uncategorized and General Portfolio,False,"10] M Ez ON Y"" ROR “StL “ Rrna ONRa.. TUS CAN TREA SURES"
37,1782478992,2026-06-26 09:03 AM EDT,media/1447327210754892.jpg,this_profile's_activity_across_facebook/posts/media/Photos_624264349727853/1447327210754892.jpg,Photos,Whimsy added 4 new photos.,"You know her from the incredible menu at Atlas, now Chef Gretchen is bringing something new to Downtown Brooklyn! Coming this Fall, Fetch Market is set to become your new favorite stop on the corner downtown! You'll find a curated selection of local goods, specialty market finds, fresh foods, and so much more. Whether you're grabbing lunch, shopping local, or discovering something new, they will have something for everyone. Follow them on their socials for more updates because Fetch is happening!",,promotion,Uncategorized and General Portfolio,False,¢ SSS AY = i ae i C= Se ae ~~ Sy ae — is ~ x ay RSS I a SS ae ey = ER: WSs AS che a SS Bedroom | | ¢ i ning | ih | i ILA) apie Se nf m7
38,1782478992,2026-06-26 09:03 AM EDT,media/1447327197421560.jpg,this_profile's_activity_across_facebook/posts/media/Photos_624264349727853/1447327197421560.jpg,Photos,Whimsy added 4 new photos.,"You know her from the incredible menu at Atlas, now Chef Gretchen is bringing something new to Downtown Brooklyn! Coming this Fall, Fetch Market is set to become your new favorite stop on the corner downtown! You'll find a curated selection of local goods, specialty market finds, fresh foods, and so much more. Whether you're grabbing lunch, shopping local, or discovering something new, they will have something for everyone. Follow them on their socials for more updates because Fetch is happening!",,promotion,Uncategorized and General Portfolio,False,"—$—— OO ee — $$$ ss Si —_= = ee — Es — = ee =e ose — —— — — — — = = —< = = — Le | EZ, 7 nity Vl Na oy fbf fl oe pal eal oA “i if. etal aS lea Lye =a tl el Diy, un Be <u NS"
39,1782478992,2026-06-26 09:03 AM EDT,media/1447327270754886.jpg,this_profile's_activity_across_facebook/posts/media/Photos_624264349727853/1447327270754886.jpg,Photos,Whimsy added 4 new photos.,"You know her from the incredible menu at Atlas, now Chef Gretchen is bringing something new to Downtown Brooklyn! Coming this Fall, Fetch Market is set to become your new favorite stop on the corner downtown! You'll find a curated selection of local goods, specialty market finds, fresh foods, and so much more. Whether you're grabbing lunch, shopping local, or discovering something new, they will have something for everyone. Follow them on their socials for more updates because Fetch is happening!",,promotion,Uncategorized and General Portfolio,False,"A ~—s = pee rt a os — ps as cl Fy Gn = por Ee Se ee bee EE == ol ad Eee ess —S = it ie ‘if ——— so T sas sae sane mr] i ae yr ei zi n= te = is a, Zz Ss eS E es ramube Bz cS = = es ere ee. ae 4 Se fu! = aS > =a mS, ae as pr) = Ea = —S soe = case a oe = ae Ses. ne re eal ——— 4 <I tT it oat ee a = 4K MO) NROE ing os a= 5 seins Sigs par Poors sy Sie Shy ny ig YY sms: DEI axl EA umg ore | ae = a lay ey ne 2 E59, DZ f ay ree Aad == Ze Ze, | S 1o) we ao os = FETCH peta = int y eee nome as. Fa tea Da mae"
40,1782474166,2026-06-26 07:42 AM EDT,media/1447274740760139.jpg,this_profile's_activity_across_facebook/posts/media/Mobileuploads_624264343061187/1447274740760139.jpg,Mobile uploads,Whimsy added 6 new photos.,Yesterday was perfect in Downtown Brooklyn for the Art Walk! Love seeing this grow into somthing fun so close to home! If you are local get out and support the next one in July!,,context,Uncategorized and General Portfolio,False,
41,1782474166,2026-06-26 07:42 AM EDT,media/1447274807426799.jpg,this_profile's_activity_across_facebook/posts/media/Mobileuploads_624264343061187/1447274807426799.jpg,Mobile uploads,Whimsy added 6 new photos.,Yesterday was perfect in Downtown Brooklyn for the Art Walk! Love seeing this grow into somthing fun so close to home! If you are local get out and support the next one in July!,,context,Uncategorized and General Portfolio,False,Le <? my = _ _ = _— _— 2 Loca S Hane =—— [G ca ' =a <_~ beiee Ena ~ 4 d . C&S —ws e;
42,1782474166,2026-06-26 07:42 AM EDT,media/1447274860760127.jpg,this_profile's_activity_across_facebook/posts/media/Mobileuploads_624264343061187/1447274860760127.jpg,Mobile uploads,Whimsy added 6 new photos.,Yesterday was perfect in Downtown Brooklyn for the Art Walk! Love seeing this grow into somthing fun so close to home! If you are local get out and support the next one in July!,,context,Uncategorized and General Portfolio,False,
